,receptor,weight,ligexp,recpercent,LRexp,GE,cell
2609,SELL,0.544635394,2.410193398,0.191189427,0.460803495,GE2,MDSCs
2610,PTGER4,0.14354404,1.867563559,0.198237885,0.370221851,GE2,MDSCs
2611,PLAUR,0.341577337,1.506569385,0.384140969,0.578735024,GE2,MDSCs
2612,RACK1,0.277758087,1.506569385,0.804405286,1.211892377,GE2,MDSCs
2613,ITGAX,0.16746195,1.506569385,0.281938326,0.42475965,GE2,MDSCs
2614,SORL1,0.699239598,1.549614904,0.251982379,0.39047565,GE2,MDSCs
2615,PTAFR,0.146838928,5.534675,0.250220264,1.384887841,GE3,MDSCs
2616,PTAFR,0.146838928,4.681204854,0.250220264,1.171332316,GE3,MDSCs
2617,PTAFR,0.146838928,7.864018853,0.250220264,1.967736876,GE3,MDSCs
2618,LPAR6,0.130278885,7.864018853,0.149779736,1.177870665,GE3,MDSCs
2619,GPR65,0.155195689,7.864018853,0.133920705,1.053154948,GE3,MDSCs
2620,P2RY13,0.139735174,7.864018853,0.133920705,1.053154948,GE3,MDSCs
2621,FPR1,0.129449002,7.864018853,0.260792952,2.050880688,GE3,MDSCs
2622,CXCR4,0.173296783,7.864018853,0.664317181,5.224202833,GE3,MDSCs
2623,C3AR1,0.214246068,7.864018853,0.204405286,1.607447025,GE3,MDSCs
2624,SELENOS,0.344150839,7.864018853,0.152422907,1.198656618,GE3,MDSCs
2625,FPR1,0.263876458,4.547206624,0.260792952,1.185879437,GE3,MDSCs
2626,CXCR4,0.307457128,4.547206624,0.664317181,3.020787484,GE3,MDSCs
2627,CXCR4,0.173296783,2.90215939,0.664317181,1.927954344,GE3,MDSCs
2628,FPR1,0.064341166,6.410361413,0.260792952,1.671777073,GE3,MDSCs
2629,CXCR4,0.252284246,6.410361413,0.664317181,4.258513221,GE3,MDSCs
2630,C3AR1,0.214246068,6.410361413,0.204405286,1.31031176,GE3,MDSCs
2631,CD4,0.344038646,6.410361413,0.385022026,2.468130342,GE3,MDSCs
2632,CD44,0.167095569,6.410361413,0.496035242,3.179765177,GE3,MDSCs
2633,FPR3,0.165635904,6.410361413,0.273127753,1.750847611,GE3,MDSCs
2634,AXL,1.04100463,5.685671036,0.192070485,1.092049591,GE3,MDSCs
2635,RPSA,0.216274305,8.150140106,0.700440529,5.708688444,GE3,MDSCs
2636,AXL,0.613751701,8.150140106,0.192070485,1.56540136,GE3,MDSCs
2637,CALM1,0.172089622,2.555275908,0.54185022,1.384576814,GE3,MDSCs
2638,CD99,0.24472722,4.275960617,0.300440529,1.284671868,GE3,MDSCs
2639,ITGB2,0.284501554,1.526579068,0.66784141,1.019512717,GE3,MDSCs
2640,ITGAX,0.408754491,4.245518595,0.281938326,1.196974406,GE3,MDSCs
2641,IL2RG,0.413630673,4.245518595,0.26784141,1.137125685,GE3,MDSCs
2642,ITGB2,0.061130086,4.245518595,0.66784141,2.835333124,GE3,MDSCs
2643,CSF1R,0.770531455,8.499153601,0.376211454,3.197478932,GE3,MDSCs
2644,CXCR4,0.252284246,1.318726788,0.664317181,0.876052862,GE4,MDSCs
2645,CD44,0.167095569,1.318726788,0.496035242,0.654134962,GE4,MDSCs
2646,P2RY14,0.244236085,10.82223772,0.091629956,0.991641165,GE4,MDSCs
2647,FPR1,0.226510617,10.82223772,0.260792952,2.822363317,GE4,MDSCs
2648,CXCR4,0.173296783,10.82223772,0.664317181,7.189398448,GE4,MDSCs
2649,CCR6,0.231375926,10.82223772,0.059030837,0.638845751,GE4,MDSCs
2650,CCR5,0.189389147,10.82223772,0.111894273,1.210946423,GE4,MDSCs
2651,CCR2,0.217854977,10.82223772,0.085462555,0.924896087,GE4,MDSCs
2652,CCR1,0.223583659,10.82223772,0.124229075,1.34443658,GE4,MDSCs
2653,C5AR1,0.222952854,10.82223772,0.102202643,1.1060613,GE4,MDSCs
2654,C3AR1,0.214246068,10.82223772,0.204405286,2.2121226,GE4,MDSCs
2655,CXCR4,0.173296783,1.899303461,0.664317181,1.261739921,GE4,MDSCs
2656,FPR1,0.263876458,4.111056758,0.260792952,1.072134626,GE4,MDSCs
2657,CXCR4,0.307457128,4.111056758,0.664317181,2.731045635,GE4,MDSCs
2658,C3AR1,0.214246068,4.111056758,0.204405286,0.840321734,GE4,MDSCs
2659,CXCR4,0.173296783,2.061142568,0.664317181,1.36925242,GE4,MDSCs
2660,CD99,0.24472722,1.942122438,0.300440529,0.583492292,GE4,MDSCs
2661,LY96,0.398844989,2.726738369,0.204405286,0.557359737,GE4,MDSCs
2662,CD44,0.167095569,1.207056238,0.496035242,0.598742433,GE4,MDSCs
2663,RPSA,0.162086214,1.233634114,0.700440529,0.864087331,GE4,MDSCs
2664,ITGAX,0.408754491,2.445845681,0.281938326,0.689577637,GE4,MDSCs
2665,IL2RG,0.413630673,2.445845681,0.26784141,0.655098755,GE4,MDSCs
2666,ITGB2,0.061130086,2.445845681,0.66784141,1.633437027,GE4,MDSCs
2667,ITGB2,0.284501554,1.411363074,0.66784141,0.942566705,GE4,MDSCs
2668,RACK1,0.277758087,1.063461141,0.804405286,0.855453764,GE4,MDSCs
2669,CSF1R,0.770531455,2.328891939,0.376211454,0.876155822,GE4,MDSCs
2670,AXL,1.04100463,3.681707588,0.192070485,0.707147361,GE4,MDSCs
2671,ITGAL,0.114931385,47.10985687,0.088986784,4.192154664,GE5,MDSCs
2672,CD2,0.939364584,47.10985687,0.131277533,6.184465792,GE5,MDSCs
2673,CD4,0.397638868,47.10985687,0.385022026,18.13833256,GE5,MDSCs
2674,CD44,0.216539832,47.10985687,0.496035242,23.36814927,GE5,MDSCs
2675,INSR,0.37823044,47.10985687,0.084581498,3.984622255,GE5,MDSCs
2676,S1PR4,0.137726139,26.27341953,0.062555066,1.643535495,GE5,MDSCs
2677,P2RY13,0.139735174,26.27341953,0.133920705,3.518554862,GE5,MDSCs
2678,CCR1,0.796654332,26.27341953,0.124229075,3.263922602,GE5,MDSCs
2679,CCR5,0.723466999,26.27341953,0.111894273,2.939845181,GE5,MDSCs
2680,CXCR4,0.099037722,26.27341953,0.664317181,17.45388399,GE5,MDSCs
2681,C5AR1,0.395555202,26.27341953,0.102202643,2.685212921,GE5,MDSCs
2682,P2RY14,0.244236085,26.27341953,0.091629956,2.407432274,GE5,MDSCs
2683,FPR1,0.129449002,26.27341953,0.260792952,6.851922626,GE5,MDSCs
2684,CCR6,0.269544363,26.27341953,0.059030837,1.550941946,GE5,MDSCs
2685,CCR2,0.386510727,26.27341953,0.085462555,2.245393563,GE5,MDSCs
2686,C3AR1,0.214246068,26.27341953,0.204405286,5.370425842,GE5,MDSCs
2687,SORL1,0.699239598,12.95815086,0.251982379,3.26522568,GE5,MDSCs
2688,LRP1,0.585898822,12.95815086,0.227312775,2.945553236,GE5,MDSCs
2689,CD44,0.402828991,6.515753322,0.496035242,3.232043278,GE5,MDSCs
2690,CD44,0.294752691,3.081131711,0.496035242,1.528349915,GE5,MDSCs
2691,RPSA,0.161194147,3.081131711,0.700440529,2.158149524,GE5,MDSCs
2692,NCSTN,0.300017166,24.85514986,0.149779736,3.722797777,GE5,MDSCs
2693,ITGA4,0.176509641,24.85514986,0.08722467,2.167982235,GE5,MDSCs
2694,ITGB1,0.092347521,24.85514986,0.164757709,4.095077554,GE5,MDSCs
2695,ITGA5,0.12618435,24.85514986,0.085462555,2.124184614,GE5,MDSCs
2696,LTBR,0.699784985,22.39534352,0.126872247,2.841347548,GE5,MDSCs
2697,TNFRSF1A,0.497927069,22.39534352,0.178854626,4.005510779,GE5,MDSCs
2698,ITGB1,0.103295648,22.39534352,0.164757709,3.689805496,GE5,MDSCs
2699,ALOX5,0.408919672,33.57630398,0.237885463,7.987314603,GE5,MDSCs
2700,CCR1,0.675043469,34.29935416,0.124229075,4.260977037,GE5,MDSCs
2701,CCR5,0.808653917,34.29935416,0.111894273,3.837901303,GE5,MDSCs
2702,PTK2B,0.154872339,1.322262321,0.14185022,0.187563201,GE6,MDSCs
2703,PRNP,0.217158415,1.322262321,0.146255507,0.193388146,GE6,MDSCs
2704,CD36,0.153325007,1.070474275,0.095154185,0.101860107,GE6,MDSCs
2705,ITGA5,0.12618435,1.070474275,0.085462555,0.091485467,GE6,MDSCs
2706,ITGB1,0.50119522,1.070474275,0.164757709,0.176368889,GE6,MDSCs
2707,ITGAV,0.240972064,1.070474275,0.045814978,0.049043755,GE6,MDSCs
2708,CD44,0.402828991,1.070474275,0.496035242,0.530992966,GE6,MDSCs
2709,LDLR,0.122286675,1.113446941,0.027312775,0.030411326,GE6,MDSCs
2710,SORL1,0.182382625,1.113446941,0.251982379,0.280569009,GE6,MDSCs
2711,LRP1,0.486493867,1.113446941,0.227312775,0.253100714,GE6,MDSCs
2712,SORT1,0.120940167,1.113446941,0.074889868,0.083385894,GE6,MDSCs
2713,FPR3,0.165635904,1.175095524,0.273127753,0.3209512,GE6,MDSCs
2714,CXCR4,0.173296783,1.175095524,0.664317181,0.780636145,GE6,MDSCs
2715,C5AR1,0.222952854,1.175095524,0.102202643,0.120097869,GE6,MDSCs
2716,P2RY14,0.244236085,1.175095524,0.091629956,0.107673951,GE6,MDSCs
2717,LPAR2,0.207431871,1.175095524,0.020264317,0.023812508,GE6,MDSCs
2718,FPR1,0.226510617,1.175095524,0.260792952,0.30645663,GE6,MDSCs
2719,CXCR3,0.205567847,1.175095524,0.035242291,0.041413058,GE6,MDSCs
2720,CCR7,0.221711652,1.175095524,0.032599119,0.038307079,GE6,MDSCs
2721,CCR6,0.231375926,1.175095524,0.059030837,0.069366872,GE6,MDSCs
2722,CCR5,0.189389147,1.175095524,0.111894273,0.13148646,GE6,MDSCs
2723,CCR2,0.217854977,1.175095524,0.085462555,0.100426666,GE6,MDSCs
2724,CCR1,0.223583659,1.175095524,0.124229075,0.14598103,GE6,MDSCs
2725,C3AR1,0.214246068,1.175095524,0.204405286,0.240195737,GE6,MDSCs
2726,TGFBR2,0.179929659,1.146034455,0.174449339,0.199924953,GE6,MDSCs
2727,C5AR1,0.06333057,1.379774838,0.102202643,0.141016635,GE6,MDSCs
2728,CD4,0.207810053,1.379774838,0.385022026,0.531243704,GE6,MDSCs
2729,ITGA4,0.200830142,1.379774838,0.08722467,0.120350404,GE6,MDSCs
2730,RPSA,0.21140433,1.379774838,0.700440529,0.966450217,GE6,MDSCs
2731,ICAM1,0.220305904,1.379774838,0.138325991,0.190858722,GE6,MDSCs
2732,RYK,0.331812761,1.077946999,0.026431718,0.028491991,GE6,MDSCs
2733,TRAF2,0.200649762,1.268560941,0.020264317,0.025706521,GE6,MDSCs
2734,INSR,0.368228631,2.214953991,0.084581498,0.187344126,GE7,MDSCs
2735,ANXA6,0.136650637,2.214953991,0.149779736,0.331755223,GE7,MDSCs
2736,CUL5,0.168603502,2.214953991,0.082819383,0.183441124,GE7,MDSCs
2737,TNFRSF1A,0.270708919,1.028678518,0.178854626,0.183983911,GE7,MDSCs
2738,TNFRSF1B,0.275932202,1.028678518,0.299559471,0.308150393,GE7,MDSCs
2739,ANXA6,0.10564052,1.078023191,0.149779736,0.161466029,GE7,MDSCs
2740,PTK2B,0.154872339,1.791793403,0.14185022,0.254166289,GE7,MDSCs
2741,PRNP,0.217158415,1.791793403,0.146255507,0.262059652,GE7,MDSCs
2742,LRP1,0.196613018,1.085519064,0.227312775,0.246752351,GE7,MDSCs
2743,ITGB1,0.206282774,1.067426594,0.164757709,0.17586676,GE7,MDSCs
2744,LRP1,0.109600238,1.067426594,0.227312775,0.242639702,GE7,MDSCs
2745,ITGB1,0.215658962,1.610658674,0.164757709,0.265368434,GE7,MDSCs
2746,LRP1,0.625241979,1.610658674,0.227312775,0.366123293,GE7,MDSCs
2747,ITGA4,0.227632009,1.610658674,0.08722467,0.140489171,GE7,MDSCs
2748,ITGAM,0.21042277,1.610658674,0.167400881,0.269625681,GE7,MDSCs
2749,LRP1,0.486493867,1.090048834,0.227312775,0.247782026,GE7,MDSCs
2750,SORL1,0.182382625,1.090048834,0.251982379,0.274673098,GE7,MDSCs
2751,TGFBR1,0.248029687,2.55330675,0.094273128,0.240708213,GE7,MDSCs
2752,FPR3,0.165635904,1.091414426,0.273127753,0.29809557,GE7,MDSCs
2753,CXCR4,0.173296783,1.091414426,0.664317181,0.725045354,GE7,MDSCs
2754,FPR1,0.226510617,1.091414426,0.260792952,0.284633189,GE7,MDSCs
2755,CCR1,0.223583659,1.091414426,0.124229075,0.135585404,GE7,MDSCs
2756,C3AR1,0.214246068,1.091414426,0.204405286,0.223090878,GE7,MDSCs
2757,TGFBR2,0.204812661,1.680994211,0.174449339,0.293248329,GE7,MDSCs
2758,CSF2RB,0.135522666,1.396451698,0.1030837,0.143951409,GE7,MDSCs
2759,ITGAX,0.408754491,1.396451698,0.281938326,0.393713254,GE7,MDSCs
2760,SPN,0.863148516,1.396451698,0.177973568,0.248531492,GE7,MDSCs
2761,IL2RG,0.413630673,1.396451698,0.26784141,0.374027591,GE7,MDSCs
2762,ITGB2,0.061130086,1.396451698,0.66784141,0.932608271,GE7,MDSCs
2763,ITGAM,0.106296721,1.396451698,0.167400881,0.233767245,GE7,MDSCs
2764,ICAM1,0.283643276,1.48053638,0.138325991,0.204796662,GE7,MDSCs
2765,SELL,0.544635394,1.046183742,0.191189427,0.200019271,GE7,MDSCs
2766,PLAUR,0.275662655,1.104510446,0.384140969,0.424287713,GE7,MDSCs
2767,RPSA,0.09426088,1.104510446,0.700440529,0.773643881,GE7,MDSCs
2768,ITGB1,0.206282774,1.104510446,0.164757709,0.181976611,GE7,MDSCs
2769,RACK1,0.120180317,1.619381919,0.804405286,1.302639376,GE8,MDSCs
2770,RACK1,0.277758087,1.465634171,0.804405286,1.178963875,GE8,MDSCs
2771,PLAUR,0.341577337,1.465634171,0.384140969,0.563010131,GE8,MDSCs
2772,ITGAX,0.16746195,1.465634171,0.281938326,0.413218445,GE8,MDSCs
2773,CD44,0.402828991,1.223876538,0.496035242,0.607085895,GE8,MDSCs
2774,RPSA,0.161194147,1.209071219,0.700440529,0.846882484,GE8,MDSCs
2775,CD44,0.294752691,1.209071219,0.496035242,0.599741935,GE8,MDSCs
2776,LRP1,0.109600238,1.767751266,0.227312775,0.401832446,GE8,MDSCs
2777,TNFRSF1B,0.36931914,1.162949016,0.299559471,0.348372392,GE8,MDSCs
2778,ITGB2,0.267106333,2.36009366,0.66784141,1.576168277,GE8,MDSCs
2779,ITGB1,0.223456103,2.36009366,0.164757709,0.388843625,GE8,MDSCs
2780,CXCR4,0.173296783,1.000565301,0.664317181,0.66469272,GE8,MDSCs
2781,ITGB2,0.284501554,1.151338527,0.66784141,0.768911545,GE8,MDSCs
2782,SELL,0.544635394,1.853032074,0.191189427,0.354280141,GE8,MDSCs
2783,PTGER4,0.14354404,2.310788798,0.198237885,0.458085885,GE8,MDSCs
2784,P2RY13,0.139735174,4.523765806,0.133920705,0.605825905,GE9,MDSCs
2785,FPR1,0.226510617,4.523765806,0.260792952,1.179766237,GE9,MDSCs
2786,CXCR4,0.173296783,4.523765806,0.664317181,3.005215346,GE9,MDSCs
2787,CCR5,0.189389147,4.523765806,0.111894273,0.506183487,GE9,MDSCs
2788,CCR1,0.223583659,4.523765806,0.124229075,0.561983241,GE9,MDSCs
2789,C3AR1,0.214246068,4.523765806,0.204405286,0.924681645,GE9,MDSCs
2790,C5AR1,0.222952854,9.352629128,0.102202643,0.955863417,GE9,MDSCs
2791,P2RY14,0.244236085,9.352629128,0.091629956,0.856980995,GE9,MDSCs
2792,FPR1,0.226510617,9.352629128,0.260792952,2.439099755,GE9,MDSCs
2793,CXCR4,0.173296783,9.352629128,0.664317181,6.213112214,GE9,MDSCs
2794,CCR6,0.231375926,9.352629128,0.059030837,0.552093526,GE9,MDSCs
2795,CCR5,0.189389147,9.352629128,0.111894273,1.046505638,GE9,MDSCs
2796,CCR2,0.217854977,9.352629128,0.085462555,0.799299582,GE9,MDSCs
2797,CCR1,0.223583659,9.352629128,0.124229075,1.161868464,GE9,MDSCs
2798,C3AR1,0.214246068,9.352629128,0.204405286,1.911726835,GE9,MDSCs
2799,CD44,0.167095569,1.219856861,0.496035242,0.605091994,GE9,MDSCs
2800,TNFRSF1B,0.370354336,2.677295548,0.299559471,0.802009239,GE9,MDSCs
2801,RACK1,0.225262834,2.876341413,0.804405286,2.313744238,GE9,MDSCs
2802,RACK1,0.120180317,1.423896986,0.804405286,1.145390263,GE9,MDSCs
2803,TNFRSF1B,0.277561093,2.040452668,0.299559471,0.611236922,GE9,MDSCs
2804,RPSA,0.162086214,2.040452668,0.700440529,1.429215745,GE9,MDSCs
2805,CD44,0.167095569,1.388203037,0.496035242,0.68859763,GE9,MDSCs
2806,CD4,0.192598985,1.388203037,0.385022026,0.534488747,GE9,MDSCs
2807,ITGB2,0.284501554,1.918549531,0.66784141,1.281286823,GE9,MDSCs
2808,RPSA,0.09426088,1.183328428,0.700440529,0.82885119,GE9,MDSCs
2809,RACK1,0.277758087,1.09835078,0.804405286,0.883519173,GE9,MDSCs
2810,RPSA,0.161194147,1.013674169,0.700440529,0.710018471,GE9,MDSCs
2811,PLXND1,0.594445167,5.343985803,0.103964758,0.555586189,GE9,MDSCs
2812,ANXA6,0.10564052,1.008813056,0.178511472,0.180084703,GE1,Monocytes
2813,PTK2B,0.154872339,2.20524344,0.237269166,0.523236272,GE1,Monocytes
2814,PRNP,0.217158415,2.20524344,0.269725797,0.594811045,GE1,Monocytes
2815,SORT1,0.253322746,3.199549018,0.120313374,0.384948539,GE1,Monocytes
2816,PIK3CB,0.140781627,3.199549018,0.092893117,0.297216081,GE1,Monocytes
2817,RACK1,0.120180317,3.199549018,0.730274203,2.336548108,GE1,Monocytes
2818,RRBP1,0.110571764,1.049335857,0.294348069,0.308869984,GE1,Monocytes
2819,LRP1,0.196613018,1.779835637,0.387800783,0.690221654,GE1,Monocytes
2820,LRP1,0.486493867,1.196181464,0.387800783,0.463880109,GE1,Monocytes
2821,SORT1,0.120940167,1.196181464,0.120313374,0.143916628,GE1,Monocytes
2822,SORL1,0.182382625,1.196181464,0.324006715,0.387570827,GE1,Monocytes
2823,TGFBR2,0.179929659,1.523326703,0.217123671,0.330750286,GE1,Monocytes
2824,TGFBR2,0.204812661,1.029910175,0.217123671,0.223617878,GE1,Monocytes
2825,PLAUR,0.275662655,1.40106504,0.677672076,0.949462654,GE1,Monocytes
2826,ITGB1,0.206282774,1.40106504,0.353665361,0.495508173,GE1,Monocytes
2827,ITGAM,0.21042277,1.733982812,0.316172356,0.548237431,GE1,Monocytes
2828,ITGAV,0.436259787,1.733982812,0.135422496,0.23482028,GE1,Monocytes
2829,ITGB1,0.215658962,1.733982812,0.353665361,0.613249657,GE1,Monocytes
2830,ITGA4,0.227632009,1.733982812,0.17683268,0.306624828,GE1,Monocytes
2831,LRP1,0.625241979,1.733982812,0.387800783,0.672439893,GE1,Monocytes
2832,NRP1,0.640756173,1.628510323,0.111919418,0.182261928,GE1,Monocytes
2833,NRP2,0.42511609,1.628510323,0.095131505,0.154922638,GE1,Monocytes
2834,C5AR1,0.222952854,1.833480108,0.485170677,0.889550785,GE1,Monocytes
2835,FPR3,0.165635904,1.833480108,0.329043089,0.603293958,GE1,Monocytes
2836,FPR2,0.11325021,1.833480108,0.162842753,0.298568949,GE1,Monocytes
2837,FPR1,0.226510617,1.833480108,0.534415221,0.979839677,GE1,Monocytes
2838,CCR5,0.189389147,1.833480108,0.108002238,0.198019956,GE1,Monocytes
2839,CCR2,0.217854977,1.833480108,0.157806379,0.289334857,GE1,Monocytes
2840,CCR1,0.223583659,1.833480108,0.275881365,0.505822996,GE1,Monocytes
2841,C3AR1,0.214246068,1.833480108,0.252937885,0.46375658,GE1,Monocytes
2842,CXCR4,0.173296783,1.833480108,0.531057639,0.973683616,GE1,Monocytes
2843,MARCO,0.341243345,1.810665987,0.266927812,0.48331711,GE1,Monocytes
2844,PTGIR,0.142693839,10.43053217,0.066032457,0.688753663,GE1,Monocytes
2845,PTGER4,0.14354404,10.43053217,0.161723559,1.686862786,GE1,Monocytes
2846,PTGER2,0.142414743,10.43053217,0.130945719,1.365833536,GE1,Monocytes
2847,HRH2,0.34672196,10.43053217,0.212087297,2.212183376,GE1,Monocytes
2848,GPR84,0.171086443,10.43053217,0.113038612,1.179052881,GE1,Monocytes
2849,GPBAR1,0.14909595,10.43053217,0.129266928,1.348322849,GE1,Monocytes
2850,CALCRL,0.29439471,10.43053217,0.021824287,0.227638923,GE1,Monocytes
2851,CXCR4,0.217748793,8.238371495,0.531057639,4.375050111,GE1,Monocytes
2852,SELENOS,0.344150839,3.630141778,0.217683268,0.790221126,GE10,Monocytes
2853,PTAFR,0.146838928,3.630141778,0.337437045,1.224944316,GE10,Monocytes
2854,LPAR6,0.130278885,3.630141778,0.188024622,0.682556037,GE10,Monocytes
2855,GPR65,0.155195689,3.630141778,0.233351987,0.847100795,GE10,Monocytes
2856,FPR1,0.129449002,3.630141778,0.534415221,1.940003021,GE10,Monocytes
2857,CXCR4,0.173296783,3.630141778,0.531057639,1.92781452,GE10,Monocytes
2858,CCR2,0.217854977,3.630141778,0.157806379,0.572859531,GE10,Monocytes
2859,CCR1,0.223583659,3.630141778,0.275881365,1.00148847,GE10,Monocytes
2860,C5AR1,0.222952854,3.630141778,0.485170677,1.761238344,GE10,Monocytes
2861,C3AR1,0.214246068,3.630141778,0.252937885,0.918200383,GE10,Monocytes
2862,FPR2,0.169378885,3.630141778,0.162842753,0.591142282,GE10,Monocytes
2863,FPR1,0.226510617,2.283391998,0.534415221,1.220279439,GE10,Monocytes
2864,CXCR4,0.173296783,2.283391998,0.531057639,1.212612762,GE10,Monocytes
2865,CCR1,0.223583659,2.283391998,0.275881365,0.629945302,GE10,Monocytes
2866,C5AR1,0.222952854,2.283391998,0.485170677,1.107834842,GE10,Monocytes
2867,C3AR1,0.214246068,2.283391998,0.252937885,0.577556342,GE10,Monocytes
2868,FPR1,0.226510617,1.233600368,0.534415221,0.659254813,GE10,Monocytes
2869,CXCR4,0.173296783,1.233600368,0.531057639,0.655112898,GE10,Monocytes
2870,C5AR1,0.222952854,1.233600368,0.485170677,0.598506726,GE10,Monocytes
2871,CXCR4,0.252284246,1.621221813,0.531057639,0.860962227,GE10,Monocytes
2872,C5AR1,0.222952854,1.621221813,0.485170677,0.786569285,GE10,Monocytes
2873,FPR3,0.165635904,1.621221813,0.329043089,0.533451833,GE10,Monocytes
2874,CD44,0.167095569,1.621221813,0.758254057,1.229298017,GE10,Monocytes
2875,CD4,0.344038646,1.621221813,0.39227756,0.635968937,GE10,Monocytes
2876,FPR1,0.226510617,2.122219583,0.534415221,1.134146448,GE10,Monocytes
2877,CXCR4,0.173296783,2.122219583,0.531057639,1.12702092,GE10,Monocytes
2878,CCR1,0.223583659,2.122219583,0.275881365,0.585480836,GE10,Monocytes
2879,C5AR1,0.222952854,2.122219583,0.485170677,1.029638712,GE10,Monocytes
2880,LRP1,0.365388406,2.122219583,0.387800783,0.822998417,GE10,Monocytes
2881,ITGAM,0.122228009,2.122219583,0.316172356,0.670987165,GE10,Monocytes
2882,ITGB2,0.291603183,2.122219583,0.757134863,1.606806433,GE10,Monocytes
2883,FPR1,0.226510617,1.230368183,0.534415221,0.657527485,GE10,Monocytes
2884,CXCR4,0.173296783,1.230368183,0.531057639,0.653396422,GE10,Monocytes
2885,C5AR1,0.222952854,1.230368183,0.485170677,0.596938565,GE10,Monocytes
2886,LRP1,0.196613018,2.330964539,0.387800783,0.903949874,GE10,Monocytes
2887,TNFRSF1B,0.275932202,1.273277148,0.529938444,0.674758511,GE10,Monocytes
2888,PTPN6,0.436140145,2.061529074,0.385562395,0.794848087,GE10,Monocytes
2889,CALM1,0.172089622,1.696302108,0.710688304,1.205542069,GE10,Monocytes
2890,TNFRSF1A,0.668488554,1.696302108,0.355903749,0.60372028,GE10,Monocytes
2891,TNFRSF1B,0.703577698,1.696302108,0.529938444,0.8989357,GE10,Monocytes
2892,PLAUR,0.341577337,1.023128687,0.677672076,0.693345741,GE10,Monocytes
2893,RACK1,0.277758087,1.023128687,0.730274203,0.747164486,GE10,Monocytes
2894,TNFRSF1B,0.36931914,1.077725044,0.529938444,0.571127933,GE10,Monocytes
2895,ITGB2,0.267106333,2.701612839,0.757134863,2.045485266,GE10,Monocytes
2896,ITGB1,0.223456103,2.701612839,0.353665361,0.95546688,GE10,Monocytes
2897,ITGAM,0.106296721,2.098748306,0.316172356,0.663566197,GE10,Monocytes
2898,ITGAX,0.408754491,2.098748306,0.349748181,0.734033403,GE10,Monocytes
2899,CLEC7A,0.298079959,1.165519503,0.542809177,0.632654683,GE10,Monocytes
2900,PTAFR,0.256264818,2.025773366,0.337437045,0.683570979,GE2,Monocytes
2901,LPAR6,0.130278885,2.025773366,0.188024622,0.380895272,GE2,Monocytes
2902,GPR65,0.155195689,2.025773366,0.233351987,0.472718239,GE2,Monocytes
2903,PTAFR,0.146838928,1.978370071,0.337437045,0.667575351,GE2,Monocytes
2904,LPAR6,0.130278885,1.978370071,0.188024622,0.371982285,GE2,Monocytes
2905,GPR65,0.155195689,1.978370071,0.233351987,0.461656586,GE2,Monocytes
2906,CXCR4,0.173296783,1.206240474,0.531057639,0.640583217,GE2,Monocytes
2907,FPR1,0.226510617,1.206240474,0.534415221,0.644633269,GE2,Monocytes
2908,C5AR1,0.222952854,1.206240474,0.485170677,0.585232507,GE2,Monocytes
2909,CXCR4,0.252284246,1.072667632,0.531057639,0.569648339,GE2,Monocytes
2910,C5AR1,0.222952854,1.072667632,0.485170677,0.520426881,GE2,Monocytes
2911,CD44,0.167095569,1.072667632,0.758254057,0.813354584,GE2,Monocytes
2912,CD4,0.344038646,1.072667632,0.39227756,0.420783441,GE2,Monocytes
2913,CXCR4,0.173296783,1.05858688,0.531057639,0.562170649,GE2,Monocytes
2914,FPR1,0.226510617,1.05858688,0.534415221,0.565724941,GE2,Monocytes
2915,C5AR1,0.222952854,1.05858688,0.485170677,0.513595313,GE2,Monocytes
2916,ITGB1,0.17662245,1.113049172,0.353665361,0.393646937,GE2,Monocytes
2917,TNFRSF1B,0.370354336,1.113049172,0.529938444,0.589847547,GE2,Monocytes
2918,RACK1,0.120180317,1.07621906,0.730274203,0.785935016,GE2,Monocytes
2919,LRP1,0.140964002,1.306425943,0.387800783,0.506633004,GE2,Monocytes
2920,CD44,0.167095569,1.297450768,0.758254057,0.983797309,GE2,Monocytes
2921,CD4,0.192598985,1.297450768,0.39227756,0.508960822,GE2,Monocytes
2922,ITGB1,0.215323106,1.281467261,0.353665361,0.453210581,GE2,Monocytes
2923,TNFRSF1A,0.316229025,1.281467261,0.355903749,0.456079003,GE2,Monocytes
2924,TNFRSF1B,0.36931914,1.281467261,0.529938444,0.679098767,GE2,Monocytes
2925,ITGB1,0.223456103,1.887480918,0.353665361,0.66753662,GE2,Monocytes
2926,ITGB2,0.267106333,1.887480918,0.757134863,1.429077606,GE2,Monocytes
2927,ITGB1,0.389762464,1.004389456,0.353665361,0.35521776,GE2,Monocytes
2928,CLEC7A,0.298079959,1.004389456,0.542809177,0.545191815,GE2,Monocytes
2929,SELL,0.544635394,2.410193398,0.263010632,0.63390649,GE2,Monocytes
2930,HRH2,0.34672196,1.867563559,0.212087297,0.396086508,GE2,Monocytes
2931,PLAUR,0.341577337,1.506569385,0.677672076,1.020960003,GE2,Monocytes
2932,ENG,0.805847413,1.506569385,0.271964186,0.409732916,GE2,Monocytes
2933,PTK2B,0.350545818,1.506569385,0.237269166,0.357462462,GE2,Monocytes
2934,CD47,0.370472889,1.506569385,0.325125909,0.489824741,GE2,Monocytes
2935,ITGAX,0.16746195,1.506569385,0.349748181,0.526919902,GE2,Monocytes
2936,RACK1,0.277758087,1.506569385,0.730274203,1.100208756,GE2,Monocytes
